年份,试卷文件,题型板块,题号,题目文本,匹配题型ID,匹配题型名称,所属专题,所属章节,难度等级,匹配分数,备选题型
2024,2024年重庆市第八中学校九年级下学期数学强化训练试卷（四）.docx,一、单选题,3,下列各选项，和互为邻补角的是（    ） A．	B． C．	D．,204,识别同位角、内错角、同旁内角,几何,第二章 相交线和平行线,lv1,35,
2024,2024年重庆市第八中学校九年级下学期数学强化训练试卷（四）.docx,一、单选题,4,如图，在△ABC中，若点D、E分别是AB、AC的中点，S△ABC=4，则S△ADE=（　　） A．1	B．2	C．3	D．4,194,线段中点计算问题,几何,第一章 几何初步,lv2,17,中点坐标公式(17) | 已知多中点，构造中位线(17)
2024,2024年重庆市第八中学校九年级下学期数学强化训练试卷（四）.docx,一、单选题,5,已知反比例函数的图象经过点，若该反比例函数的图象也经过点，则的值为（    ） A．	B．	C．	D．,361,已知反比例函数求参,函数,第四章 反比例函数,lv2,58,反比例函数的图象性质(58) | 求反比例函数解析式(58) | 利用韦达定理求参或求代数式值(47)
2024,2024年重庆市第八中学校九年级下学期数学强化训练试卷（四）.docx,一、单选题,6,下列图形都是由同样大小的圆圈按一定规律组成，如图中共有个圆圈，图中共有个圆圈，图中共有个国图，图中共有个圆圈，，按此规律排列，则图中圆圈的个数为多少（    ） A．	B．	C．	D．,39,数式排列规律,代数,第二章 整式及其加减计算,lv3,15,数图排列规律(15) | 周期规律(15) | 比较几个幂的大小(10)
2024,2024年重庆市第八中学校九年级下学期数学强化训练试卷（四）.docx,一、单选题,7,估计的值应在（    ） A．与之间	B．与之间	C．与之间	D．与之间,66,无理数的估算,代数,第四章 实数,lv2,21,
2024,2024年重庆市第八中学校九年级下学期数学强化训练试卷（四）.docx,一、单选题,8,如图，内接于，为的直径，直线与相切于点，过点作，交于点，若，则的度数为（    ） A．	B．	C．	D．,280,直线和圆的位置关系,几何,第九章 圆,lv2,57,圆内接四边形(23) | 与切线有关辅助线(23) | 弧、弦、圆心角、圆周角的关系(23)
2024,2024年重庆市第八中学校九年级下学期数学强化训练试卷（四）.docx,一、单选题,9,如图，正方形中，点E、F分别是和边的点，满足，连接，过点F作，连接，H是上一点，且，若，则的度数为（   ） A．	B．	C．	D．,265,正方形的性质,几何,第七章 平行四边形,lv2,47,正方形的判定(47)
2024,2024年重庆市第八中学校九年级下学期数学强化训练试卷（四）.docx,一、单选题,10,已知，对多项式任意添加绝对值运算（不可添加为单个字母的绝对值或绝对值中含有绝对值的情况）后仍只含有加法运算，称这种操作为“绝加操作”． 例如：，等． 下列说法： ①至少存在三种“绝加操作”，使其化简的结果与原多项式相等； ②不存在任何“绝加操作”，使其化简的结果与原多项式之和为； ③若只添加两个绝对值，去绝对值化简所有可能的“绝加操作”共有种不同的结果． 其中正确的个数是（    ） A．	B．	C．	D．,19,绝对值化简,代数,第一章 有理数,lv2,52,求一个数的绝对值(38) | 整式的概念(35) | 整式的加减(35)
2024,2024年重庆市第八中学校九年级下学期数学强化训练试卷（四）.docx,二、填空题,11,计算：__________．,375,频数和频率的计算,统计概率,第一章 数据的收集、整理和描述,lv2,11,实数的简单计算(10) | 有理数加减计算(10)
2024,2024年重庆市第八中学校九年级下学期数学强化训练试卷（四）.docx,二、填空题,12,已知月球与地球的距离约为，将精确到万位取近似值用科学记数法表示为______．,10,科学记数法,代数,第一章 有理数,lv1,137,
2024,2024年重庆市第八中学校九年级下学期数学强化训练试卷（四）.docx,二、填空题,13,正边形的一个内角是相邻一个外角的4倍，则的值为__________．,181,利用韦达定理求参或求代数式值,代数,第十一章 一元二次方程,lv3,47,依据根的情况求参数(47) | 弧长和扇形面积(35) | 三角形中的角度计算(23)
2024,2024年重庆市第八中学校九年级下学期数学强化训练试卷（四）.docx,二、填空题,14,三张背面完全相同的数字牌，它们的正面分别印有数字1，2，3，将它们背面朝上，洗匀后随机抽取一张，记录牌上的数字后并把牌放回，再重复这样的步骤，得到数字a，b，则的概率是________．,393,概率的意义,统计概率,第三章 概率初步,lv1,25,求随机事件的概率(25)
2024,2024年重庆市第八中学校九年级下学期数学强化训练试卷（四）.docx,二、填空题,15,如图，在矩形中，，，以点为圆心，长为半径在矩形内画弧，交边于点，连接交于点，则图中阴影部分面积为__________．,281,弧长和扇形面积,几何,第九章 圆,lv2,71,矩形的性质(30) | 矩形的判定(30)
2024,2024年重庆市第八中学校九年级下学期数学强化训练试卷（四）.docx,二、填空题,16,在等腰直角中，，是边上一点，且，连接，以为斜边向下构造，若，，则的长为_____．,248,两个特殊的直角三角形,几何,第六章 勾股定理,lv2,60,等腰三角形的分类讨论问题(23)
2024,2024年重庆市第八中学校九年级下学期数学强化训练试卷（四）.docx,二、填空题,17,已知关于的分式方程有整数解，且关的一元一次不等式组有解最多有个整数解，则所有满足条件的整数之和为__________．,92,解一元一次不等式组,代数,第六章 不等式及不等式组,lv2,44,不等式的基本性质(36) | 一元一次不等式整数解(26) | 整数解方程(26)
2024,2024年重庆市第八中学校九年级下学期数学强化训练试卷（四）.docx,二、填空题,18,一个四位自然数，若它的千位数字比十位数字少，百位数字比个位数字多，则称为“一生一世数”．如：四位数，∵，，∴是“一生一世”；四位数，∵，∴不是“一生一世数”，则最大的“一生一世数”为______．若一个四位数是“一生一世数”，且，，若能被整除，则满足条件的数的最大值与最小值的差为______．,36,定义新运算,代数,第二章 整式及其加减计算,lv2,95,正数、负数和0(23) | 数轴的概念(23)
2024,2024年重庆市第八中学校九年级下学期数学强化训练试卷（四）.docx,三、解答题,19,计算： (1)； (2)．,375,频数和频率的计算,统计概率,第一章 数据的收集、整理和描述,lv2,11,实数的简单计算(10) | 有理数加减计算(10)
2024,2024年重庆市第八中学校九年级下学期数学强化训练试卷（四）.docx,三、解答题,20,小文非常喜效钻研数学，学了多边形的相关知识后，她知道了n边形的内角和等于，那么四边形的内角和是，于是她想探究：如果一个四边形（轴对称图形除外）的一组对角都为，那么另一组对角的角平分线有怎样的位置关系？请完成以下作图和填空： 如图，在四边形中，，平分． (1)尺规作图：作的角平分线，交于点F（只保留作图痕迹）． (2)探究：与的位置关系．将下面的过程补充完整． 解：∵且， ∴① ∵平分、平分， ∴，， ∴． ∵在中，， ∴② ∴③ 通过推理论证，小红得到如下结论：如果一个四边形（轴对称图形除外）的一组对角都为，那么④,215,三角形中的角度计算,几何,第三章 三角形,lv2,71,角平分线模型(62) | 垂直平分线(59) | 判断轴对称图形(51)
2024,2024年重庆市第八中学校九年级下学期数学强化训练试卷（四）.docx,三、解答题,21,某校甲乙两班联合举办了“经典阅读”竞赛，从甲班和乙班各随机抽取名学生．统计这部分学生的竞赛成绩，并对数据（成绩）进行了收集、整理，分析．下面给出了部分信息． 【收集数据】 甲班名学生竞赛成绩：，，，，，，，，， 乙班名学生竞赛成绩：，，，，，，，，， 【分析数据】 【解决问题】 根据以上伯息，回答下列问题： (1)填空： ， ， ； (2)根据题中数据，说明哪个班的成绩更好； (3)甲班共有学生人，乙班其有学生人．按竞赛规定，分及分以上的学生可以获奖，估计这两个班可以获奖的总人数是多少？,371,数据的收集与整理过程,统计概率,第一章 数据的收集、整理和描述,lv1,90,求平均数(47) | 求中位数和众数(47)
2024,2024年重庆市第八中学校九年级下学期数学强化训练试卷（四）.docx,三、解答题,22,疫情防控形势下，人们在外出时都应戴上口罩以保护自己受新型新冠状病毒感染．某药店用元购进若干包一次性医用口罩，很快售完，该店又用元钱购进第二批这种口罩，所进的包数比第一批多．每包口罩的进价比第一批每包口罩的进价多元，请解答下列问题： (1)求购进的第一批医用口罩有多少包？ (2)政府采取措施，在这两批医用口罩的销售中，售价保持了一致，若售完这两批口罩的总利润不高于元钱，那么药店销售该口罩每包的最高售价是多少元？,59,利润问题,代数,第三章 一元一次方程,lv2,47,利润问题(47) | 利润问题(47) | 二元一次方程组解法(23)
2024,2024年重庆市第八中学校九年级下学期数学强化训练试卷（四）.docx,三、解答题,23,如图，四边形是边长为的菱形，，动点分别以每秒个单位长度的速度同时从点出发，点沿折线方向运动，点沿折线方向运动，当两点相遇时停止运动．设运动时间为秒，点两点间的距离为． (1)请直接写出关于的函数表达式并注明自变量的取值范围； (2)在给定的平面直角坐标系中画出这个函数的图象，并写出该函数的一条性质； (3)结合函数图象，直接写出点相距个单位长度时的值．（结果保留一位小数）,331,一次函数图象和性质,函数,第二章 一次函数的性质和图象,lv2,275,二次函数图象判断(268) | 反比例函数的图象性质(268) | 求自变量的取值范围(119)
2024,2024年重庆市第八中学校九年级下学期数学强化训练试卷（四）.docx,三、解答题,24,某队伍需要在一片湖泊边铺地砖建人行道，如图所示，已知在的北偏东方向米处，在的东北方向，且在的正南方向．（参考数据：，） (1)求两点的距离（结果保留根号）； (2)按规定要求，队伍需要在湖边，上铺地砖，预计的总费用不超过元，若平均每平方米地砖的费用为元，人行道的宽度为米，则预计费用是否充足？,371,数据的收集与整理过程,统计概率,第一章 数据的收集、整理和描述,lv1,11,点到坐标轴的距离(10) | 点到特殊直线的距离(10)
